goodsName,shopName,shopAge,shopPlace,shopMiaoshu,shopWuliu,shopFuwu,age,price,monthly_sales,productDescription,圆领,韩版,印花,纯色,无袖,中腰,中长裙,雪纺,短裙,修身,宽松,黑色,中裙,高腰,中长款,蕾丝,白色,甜美,长裙,显瘦,V领,条纹,镂空,大摆,欧美,褶皱,红色,荷叶边,蓝色,淑女,桑蚕丝,一步裙,绣花,粉色,长袖,碎花
Palglg连衣裙女夏2016新款韩版修身气质圆领收腰显瘦无袖百褶裙子,palglg旗舰店,0,杭州,4.8,4.8,4.7,18-24,178.0,171,"
材质成分: 聚酯纤维100%
销售渠道类型: 纯电商(只在线上销售)
货号: PD1857
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 短裙
款式: 其他/other
袖长: 无袖
领型: 圆领
袖型: 其他
腰型: 高腰
衣门襟: 套头
裙型: 百褶裙
图案: 纯色
流行元素/工艺: 褶皱 木耳 拼接 拉链
品牌: Palglg
适用年龄: 18-24周岁
年份季节: 2016年夏季
颜色分类: 白色
尺码: S M L

",1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
七格格2016夏新款 浪漫小雏菊印花 休闲甜美淑女插袋背带裙L011,七格格旗舰店,7,杭州,4.8,4.8,4.8,25-29,109.0,171,"
材质成分: 棉54% 聚酯纤维44% 聚氨酯弹性纤维(氨纶)2%
销售渠道类型: 纯电商(只在线上销售)
货号: 6MB2225L
风格: 街头
街头: 欧美
组合形式: 单件
裙长: 短裙
款式: 背带
袖长: 无袖
领型: 方领
袖型: 其他
衣门襟: 套头
裙型: 其他
图案: 纯色
流行元素/工艺: 印花
品牌: Othermix
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 灰色
尺码: XS S M L XL

",0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
黛芙莲女士连衣裙款2016夏季新款女装条纹无袖时尚欧根纱A字裙潮,黛芙莲旗舰店,3,杭州,4.8,4.8,4.8,25-29,168.0,171,"
材质成分: 聚酯纤维90% 其他10%
销售渠道类型: 纯电商(只在线上销售)
货号: DFL00916
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 中裙
款式: 其他/other
袖长: 无袖
领型: 圆领
袖型: 常规
腰型: 中腰
衣门襟: 拉链
裙型: A字裙
图案: 条纹
流行元素/工艺: 拼接 纱网 拉链
品牌: 黛芙莲
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 条纹
尺码: S M L XL XXL

",1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西拉朵2016夏季新款韩系缕空蕾丝红色连衣裙无袖A字修身气质裙子,西拉朵旗舰店,0,嘉兴,4.8,4.8,4.8,25-29,128.0,171,"
材质成分: 聚酰胺纤维(锦纶)44.9% 棉36.8% 粘胶纤维(粘纤)18.3%
销售渠道类型: 纯电商(只在线上销售)
货号: X15BD73
风格: 通勤
通勤: 淑女
组合形式: 单件
裙长: 中裙
款式: 其他/other
袖长: 无袖
领型: 圆领
袖型: 常规
腰型: 中腰
衣门襟: 其他
裙型: A字裙
图案: 纯色
流行元素/工艺: 蝴蝶结 镂空 褶皱 拼接
品牌: Si LaDove/西拉朵
适用年龄: 25-29周岁
年份季节: 2015年夏季
颜色分类: 粉红色
尺码: S M L

",1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
雪纺连衣裙夏碎花吊带裙子荷叶边短袖度假短裙露肩宽松显瘦沙滩裙,多曼妮旗舰店,0,广州,4.8,4.7,4.7,18-24,69.0,171,"
廓形: A型
材质成分: 聚酯纤维80% 其他20%
销售渠道类型: 纯电商(只在线上销售)
货号: D9165
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 中长裙
款式: 吊带
袖长: 七分袖
领型: 一字领
袖型: 荷叶袖
腰型: 中腰
衣门襟: 套头
裙型: A字裙
图案: 花色
流行元素/工艺: 荷叶边 木耳 波浪 背带
品牌: duomanny/多曼妮
面料: 雪纺
适用年龄: 18-24周岁
年份季节: 2015年夏季
颜色分类: 红色碎花 米白碎花 水蓝碎花 墨黑碎花
尺码: S M L XL

",0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2016夏季新款欧洲站高端大牌宽松时尚中长款镂空水溶蕾丝连衣裙,衣千亿旗舰店,3,深圳,4.8,4.8,4.8,30-34,299.0,171,"
材质成分: 聚对苯二甲酸乙二酯(涤纶)100%
销售渠道类型: 纯电商(只在线上销售)
货号: 16063
风格: 街头
街头: 欧美
组合形式: 两件套
裙长: 中长裙
款式: 其他/other
袖长: 五分袖
领型: 一字领
袖型: 常规
腰型: 中腰
衣门襟: 套头
裙型: 其他
图案: 其他
流行元素/工艺: 镂空 蕾丝
品牌: 衣千亿
面料: 蕾丝
适用年龄: 30-34周岁
年份季节: 2016年夏季
颜色分类: 黑色 白色 天蓝色
尺码: S M L XL XXL

",0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
哲初简约女装2016新款夏装收腰裙子短袖牛仔裙立领连衣裙YZ6021,哲初旗舰店,0,济南,4.8,4.8,4.8,18-24,148.0,171,"
廓形: H型
材质成分: 棉100%
销售渠道类型: 纯电商(只在线上销售)
货号: YZ6021
风格: 通勤
通勤: 简约
组合形式: 单件
裙长: 中长裙
款式: 其他/other
袖长: 短袖
领型: 立领
腰型: 宽松腰
衣门襟: 单排扣
裙型: 一步裙
图案: 纯色
流行元素/工艺: 口袋 纽扣
品牌: 哲初
面料: 牛仔布
适用年龄: 18-24周岁
年份季节: 2016年夏季
颜色分类: 牛仔蓝色
尺码: S M L

",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
晴依然2016新款夏季圆领套头短袖衬衫连衣裙纯色宽松中长款裙子女,晴依然旗舰店,0,苏州,4.8,4.8,4.7,18-24,79.9,171,"
廓形: H型
材质成分: 聚酯纤维90% 聚氨酯弹性纤维(氨纶)10%
销售渠道类型: 纯电商(只在线上销售)
货号: 631
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 中裙
款式: 其他/other
袖长: 短袖
领型: 圆领
袖型: 常规
腰型: 宽松腰
衣门襟: 套头
裙型: A字裙
图案: 纯色
流行元素/工艺: 抽褶 褶皱 拼接 波浪 纱网 蕾丝
品牌: 晴依然
适用年龄: 18-24周岁
年份季节: 2016年夏季
颜色分类: 黑色 白色
尺码: S M L

",1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
艾尚雪nr衣夏季新款女装心裙甜美修身小清新无袖连衣裙61037,艾尚雪三加佳专卖店,3,重庆,4.7,4.7,4.7,25-29,89.0,171,"
廓形: H型
材质成分: 新型聚酯纤维100%
销售渠道类型: 纯电商(只在线上销售)
货号: 13SL61037
风格: 通勤
通勤: OL风格
组合形式: 单件
裙长: 中裙
款式: 背带
袖长: 短袖
领型: 圆领
袖型: 其他
腰型: 中腰
衣门襟: 套头
裙型: 铅笔裙
图案: 纯色
流行元素/工艺: 褶皱 印花
品牌: I’SRE/艾尚雪
面料: 其他
适用年龄: 25-29周岁
年份季节: 2014年夏季
颜色分类: 乳白
尺码: S M L XL

",1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ochirly欧时力2016新女夏装刺绣网布修身无袖连衣裙1HY2082400,ochirly官方旗舰店,8,广州,4.8,4.8,4.8,25-29,845.0,170,"
材质成分: 聚酯纤维78.5% 聚酰胺纤维(锦纶)21.5%
销售渠道类型: 商场同款(线上线下都销售)
货号: 1HY2082400
裙长: 中裙
品牌: Ochirly/欧时力
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 黑色090 漂白000 草绿540
尺码: XS S M L

",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ochirly欧时力新女装纯色镂空条纹提花高腰短袖连衣裙1153080790,ochirly官方旗舰店,8,广州,4.8,4.8,4.8,25-29,563.0,170,"
材质成分: 聚酯纤维100%
销售渠道类型: 商场同款(线上线下都销售)
货号: 1153080790
裙长: 短裙
腰型: 高腰
品牌: Ochirly/欧时力
适用年龄: 25-29周岁
年份季节: 2015年秋季
颜色分类: 蓝色600 米白010 黑色090
尺码: XS S M L

",0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
王小鸭2016夏季新款短袖镂空雪纺连衣裙收腰显瘦大摆A字裙大码女,王小鸭旗舰店,4,北京,4.8,4.7,4.8,30-34,499.0,170,"
廓形: X型
材质成分: 聚酯纤维100%
销售渠道类型: 纯电商(只在线上销售)
货号: W-DWXY10145
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 中裙
款式: 其他/other
袖长: 短袖
领型: 圆领
袖型: 常规
腰型: 中腰
衣门襟: 套头
裙型: 其他
图案: 其他
流行元素/工艺: 系带 拼接
品牌: 王小鸭
面料: 雪纺
适用年龄: 30-34周岁
年份季节: 2016年夏季
颜色分类: 蓝色预售十天 紫色预售10天 红色预售十天
尺码: L XL 2XL 3XL 4XL

",1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
蒙芭利2016新款重磅真丝连衣裙大码修身显瘦V领桑蚕丝纯色中长款,蒙芭利旗舰店,3,嘉兴,4.9,4.9,4.9,25-29,498.0,170,"
廓形: A型
材质成分: 桑蚕丝93% 聚氨酯弹性纤维(氨纶)7%
货号: M538683
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 中长裙
款式: 其他/other
袖长: 无袖
领型: V领
袖型: 其他
腰型: 中腰
衣门襟: 套头
裙型: A字裙
图案: 纯色
流行元素/工艺: 抽褶 褶皱 口袋 系带 拼接
品牌: MBALEE/蒙芭利
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 大红色 藏青色 酒红色
尺码: M L XL XXL

",0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
同恩欧洲站2016夏季新款欧美名媛气质不规则桑蚕丝真丝a字连衣裙,同恩旗舰店,3,深圳,4.8,4.8,4.8,30-34,348.0,170,"
材质成分: 桑蚕丝100%
销售渠道类型: 纯电商(只在线上销售)
货号: T16AL220102D402
风格: 街头
街头: 欧美
组合形式: 单件
裙长: 短裙
款式: 其他/other
袖长: 短袖
领型: 圆领
袖型: 常规
腰型: 高腰
衣门襟: 拉链
裙型: 不规则裙
图案: 纯色
流行元素/工艺: 拼接 拉链
品牌: 同恩
适用年龄: 30-34周岁
年份季节: 2016年夏季
颜色分类: 粉色 浅蓝色
尺码: S M L XL

",1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
雪纺连衣裙夏中长款修身显瘦2016夏季新款收腰印花长裙连衣裙子夏,ruikeer芮可而旗舰店,3,杭州,4.8,4.8,4.8,25-29,158.0,170,"
廓形: A型
材质成分: 聚酯纤维100%
销售渠道类型: 纯电商(只在线上销售)
货号: RKE16Z001
风格: 通勤
通勤: 韩版
组合形式: 假两件
裙长: 中长裙
款式: 其他/other
袖长: 短袖
领型: 圆领
袖型: 常规
腰型: 中腰
衣门襟: 套头
裙型: 大摆型
图案: 碎花
流行元素/工艺: 蝴蝶结 荷叶边 系带 拼接 扎花 立体装饰 不对称 绑带 纽扣 纱网 拉链 树脂固色 印花
品牌: 芮可而
面料: 雪纺
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 浅灰色 藏青色 米白色 杏色 土豪金
尺码: M L XL XXL XXXL

",1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
显瘦中长款欧美高端大牌连衣裙条纹欧洲站2016欧货潮ol职业夏装女,橡莎旗舰店,6,温州,4.8,4.8,4.8,35-39,387.0,170,"
廓形: X型
材质成分: 聚对苯二甲酸乙二酯(涤纶)65% 粘胶纤维(粘纤)35%
销售渠道类型: 纯电商(只在线上销售)
货号: M19490
风格: 通勤
通勤: OL风格
组合形式: 单件
裙长: 中长裙
款式: 其他/other
袖长: 短袖
领型: 圆领
袖型: 常规
腰型: 高腰
衣门襟: 拉链
裙型: 大摆型
图案: 条纹
流行元素/工艺: 拼接 纽扣
品牌: X．Sa/橡莎
面料: 其他
适用年龄: 35-39周岁
年份季节: 2016年夏季
颜色分类: 深蓝
尺码: S M L XL XXL 3XL量体定制联系客服

",1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
雪莉欧2016夏高档丝绸裙子中年妈妈桑蚕丝大码女装真丝连衣裙中裙,雪莉欧服饰旗舰店,6,嘉兴,4.8,4.8,4.8,40-49,418.0,170,"
廓形: A型
材质成分: 桑蚕丝93% 聚氨酯弹性纤维(氨纶)7%
销售渠道类型: 纯电商(只在线上销售)
货号: X6A9020
风格: 通勤
通勤: 淑女
组合形式: 单件
裙长: 中长裙
款式: 其他/other
袖长: 短袖
领型: 圆领
袖型: 常规
腰型: 高腰
衣门襟: 拉链
裙型: 一步裙
图案: 花色
流行元素/工艺: 镶钻 拉链 印花
品牌: 雪莉欧
面料: 绸缎
适用年龄: 40-49周岁
年份季节: 2016年夏季
颜色分类: 花色 绿色
尺码: 165/L 175/2XL 180/3XL 185/4XL 190/5XL 170/XL

",1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
连衣裙夏小清新学生中长款修身包臀裙短袖V领露背学院风小黑裙,斯珈妮旗舰店,3,东莞,4.9,4.8,4.8,25-29,179.0,170,"
材质成分: 棉55% 聚酰胺纤维(锦纶)40% 聚氨酯弹性纤维(氨纶)5%
货号: LGH1607090G
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 中长裙
款式: 其他/other
袖长: 短袖
领型: V领
袖型: 常规
腰型: 高腰
衣门襟: 套头
裙型: A字裙
图案: 花色
流行元素/工艺: 露背 拼接 螺纹 拉链
品牌: 斯珈妮
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 黑白
尺码: S M L XL XXL

",0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016夏波西米亚桑蚕丝真丝短袖连衣裙印花大裙摆沙滩长裙海边度假,vinikawen旗舰店,6,东莞,4.9,4.9,4.8,30-34,399.0,170,"
廓形: H型
材质成分: 桑蚕丝100%
销售渠道类型: 纯电商(只在线上销售)
货号: S-F15181V
风格: 甜美
甜美: 波西米亚
组合形式: 两件套
裙长: 长裙
款式: 其他/other
袖长: 短袖
领型: V领
袖型: 蝙蝠袖
腰型: 高腰
衣门襟: 套头
裙型: 大摆型
图案: 碎花
流行元素/工艺: 绣花 系带 钉珠 亮片 3D 印花
品牌: Vinikawen/维珈
面料: 雪纺
适用年龄: 30-34周岁
年份季节: 2016年夏季
颜色分类: 粉红色
尺码: S M L XL XXL

",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
七格格 2016夏新品 口袋装饰浅蓝色刺绣显瘦甜美淑女款连衣裙L025,七格格旗舰店,7,杭州,4.8,4.8,4.8,25-29,139.0,170,"
廓形: H型
材质成分: 聚酯纤维100%
销售渠道类型: 天猫独家(只在天猫销售)
货号: 6MB2180N
风格: 街头
街头: 欧美
组合形式: 单件
裙长: 短裙
袖长: 无袖
领型: 圆领
腰型: 宽松腰
衣门襟: 拉链
图案: 其他
流行元素/工艺: 绣花
品牌: Othermix
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 蓝色
尺码: S M L XL

",1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
韩都衣舍2016韩版女装秋装新款圆领条纹拼接长袖连衣裙GW6084阨,韩都衣舍旗舰店,8,济南,4.8,4.8,4.8,18-24,138.0,170,"
产品名称：HSTYLE/韩都衣舍 GW6084 材质成分: 聚酯纤维95% 聚氨酯弹性纤维(氨纶)5%
销售渠道类型: 纯电商(只在线上销售)
货号: GW6084
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 短裙
款式: 其他/other
袖长: 长袖
领型: 圆领
袖型: 常规
腰型: 宽松腰
衣门襟: 套头
图案: 条纹
流行元素/工艺: 口袋 拼接
品牌: HSTYLE/韩都衣舍
适用年龄: 18-24周岁
年份季节: 2016年秋季
颜色分类: 藏蓝色 灰色
尺码: XS S M L

",1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2016春夏装新款女装两件套装裙韩版修身短袖连衣裙中腰蓬蓬裙女潮,恋晓镇服饰专营店,4,广州,4.7,4.6,4.6,18-24,69.0,170,"
廓形: A型
材质成分: 其他100%
销售渠道类型: 纯电商(只在线上销售)
货号: L15B159
风格: 通勤
通勤: 韩版
组合形式: 两件套
裙长: 短裙
款式: 其他/other
袖长: 短袖
领型: 圆领
袖型: 常规
腰型: 中腰
衣门襟: 套头
裙型: 灯笼裙
图案: 其他
流行元素/工艺: 破洞 勾花镂空
品牌: 小镇曲径
适用年龄: 18-24周岁
年份季节: 2015年夏季
颜色分类: 图色送腰带
尺码: M L XL S XXL

",1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
拉夏贝尔拉贝缇2016夏新款短袖圆领高腰中长款连衣裙 60004361,拉夏贝尔官方旗舰,3,上海,4.8,4.7,4.7,18-24,99.5,170,"
材质成分: 聚酯纤维94.5% 聚氨酯弹性纤维(氨纶)5.5%
销售渠道类型: 商场同款(线上线下都销售)
货号: 60004361
风格: 通勤
通勤: 淑女
组合形式: 单件
裙长: 短裙
袖长: 短袖
领型: 圆领
腰型: 中腰
衣门襟: 套头
裙型: A字裙
图案: 纯色
品牌: La Babite
适用年龄: 18-24周岁
年份季节: 2016年夏季
颜色分类: 黑色 本白 酒红 条纹混色
尺码: S M L

",1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016夏季新款女装裙子短袖小清新中长款性感修身雪纺拼接连衣裙潮,依香菲旗舰店,0,杭州,4.8,4.8,4.8,30-34,188.0,170,"
廓形: A型
材质成分: 聚酯纤维100%
销售渠道类型: 纯电商(只在线上销售)
货号: YXF16X2822
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 中裙
款式: 其他/other
袖长: 短袖
领型: 圆领
袖型: 常规
腰型: 中腰
衣门襟: 套头
裙型: A字裙
图案: 抽象图案
流行元素/工艺: 镂空 褶皱 拼接 纱网
品牌: 依香菲
面料: 雪纺
适用年龄: 30-34周岁
年份季节: 2016年夏季
颜色分类: 黑白 蓝白 红白
尺码: 160/M 165/L 170/XL 175/XXL

",1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
韩都衣舍2016韩版女装夏装新款宽松显瘦两件套短袖连衣裙EQ5196婋,韩都衣舍旗舰店,8,济南,4.8,4.8,4.8,18-24,88.0,170,"
廓形: A型
材质成分: 棉95% 聚氨酯弹性纤维(氨纶)5%
销售渠道类型: 纯电商(只在线上销售)
货号: EQ5196
风格: 通勤
通勤: 韩版
组合形式: 两件套
裙长: 中长裙
袖长: 短袖
领型: 圆领
袖型: 常规
腰型: 宽松腰
衣门襟: 套头
图案: 字母
流行元素/工艺: 印花
品牌: HSTYLE/韩都衣舍
适用年龄: 18-24周岁
年份季节: 2016年夏季
颜色分类: 灰色 藏蓝色
尺码: S M L

",1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
韩都衣舍2016韩版女装夏新款无袖宽松A字牛仔背带连衣裙NJ5358翝,韩都衣舍旗舰店,8,济南,4.8,4.8,4.8,18-24,106.0,170,"
廓形: A型
材质成分: 棉98.5% 聚氨酯弹性纤维(氨纶)1.5%
销售渠道类型: 纯电商(只在线上销售)
货号: NJ5358
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 短裙
款式: 背带
袖长: 无袖
领型: 圆领
袖型: 其他
腰型: 宽松腰
衣门襟: 套头
裙型: A字裙
图案: 纯色
流行元素/工艺: 口袋 不对称 背带
品牌: HSTYLE/韩都衣舍
面料: 牛仔布
适用年龄: 18-24周岁
年份季节: 2016年夏季
颜色分类: 蓝色
尺码: S M L

",1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
米莲物语2016夏新胖MM大码女装显瘦条纹短袖V领薄料牛仔连衣裙,米莲物语服饰旗舰店,6,东莞,4.8,4.8,4.8,25-29,99.0,170,"
材质成分: 棉100%
销售渠道类型: 纯电商(只在线上销售)
货号: MX15032
风格: 通勤
通勤: 简约
组合形式: 单件
裙长: 中长裙
款式: 其他/other
袖长: 短袖
领型: V领
袖型: 常规
衣门襟: 套头
裙型: A字裙
图案: 条纹
流行元素/工艺: 口袋
品牌: 米莲物语
面料: 牛仔布
适用年龄: 25-29周岁
年份季节: 2015年夏季
颜色分类: 蓝色
尺码: L XL 2XL 3XL 4XL 5XL

",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
【商场同款】zdorzi卓多姿 2016夏装休闲韩版短袖连衣裙732070,zdorzi旗舰店,6,中山,4.8,4.8,4.8,18-24,69.0,170,"
廓形: H型
材质成分: 聚酰胺纤维(锦纶)56.9% 粘胶纤维(粘纤)34.2% 聚氨酯弹性纤维(氨纶)8.9%
货号: 732070
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 短裙
袖长: 短袖
领型: V领
袖型: 其他
腰型: 中腰
衣门襟: 套头
裙型: 一步裙
图案: 纯色
品牌: zdorzi/卓多姿
适用年龄: 18-24周岁
年份季节: 2016年夏季
颜色分类: 黑色 橙红 米白
尺码: S M L XL XXL

",0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
VeroModa2016新品V领A摆收腰礼服连衣裙|31617A001,veromoda官方旗舰店,7,天津,4.8,4.8,4.8,25-29,349.5,170,"
廓形: A型
材质成分: 聚酯纤维52.9% 棉47.1%
销售渠道类型: 商场同款(线上线下都销售)
货号: 31617A001
风格: 通勤
通勤: OL风格
组合形式: 单件
裙长: 中长裙
款式: 其他/other
袖长: 无袖
领型: V领
袖型: 其他
腰型: 中腰
衣门襟: 套头
裙型: A字裙
图案: 纯色
流行元素/工艺: 拼接
品牌: Vero Moda
面料: 其他
适用年龄: 25-29周岁
年份季节: 2016年春季
颜色分类: 031深蓝 077鲜红
尺码: 155/76A/XS 160/80A/S 165/84A/M 170/88A/L 175/92A/XL 180/96A/XXL

",0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
连衣裙女 2016夏季新款女装韩版时尚中长款雪纺印花修身无袖裙子,蝶臣服饰旗舰店,6,杭州,4.8,4.8,4.7,25-29,158.0,170,"
材质成分: 聚酯纤维100%
销售渠道类型: 纯电商(只在线上销售)
货号: DC16A429
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 中长裙
款式: 其他/other
袖长: 短袖
领型: 立领
袖型: 其他
腰型: 高腰
衣门襟: 套头
裙型: 其他
图案: 花色
流行元素/工艺: 拼接 印花
品牌: 蝶臣
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 花色 绿色
尺码: M L XL

",0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
梵韵2016秋装新款钉珠圆领中长款蕾丝连衣裙修身荷叶袖韩版A字裙,梵韵旗舰店,0,广州,4.8,4.8,4.8,25-29,159.0,170,"
廓形: A型
材质成分: 聚酰胺纤维(锦纶)64.3% 棉35.7%
货号: 61631305621
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 中长裙
袖长: 七分袖
领型: 圆领
袖型: 荷叶袖
腰型: 中腰
衣门襟: 套头
裙型: A字裙
图案: 纯色
流行元素/工艺: 荷叶边 镂空 镶钻 褶皱 立体装饰 钉珠 纱网 拉链 蕾丝
品牌: 梵韵
面料: 蕾丝
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 黑色 粉色
尺码: 155/80A/S 160/84A/M 175/96A/XXL 180/100A/XXXL 165/88A/L 170/92A/XL 185/104A/XXXXL

",1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
拉夏贝尔拉贝缇2016夏新款中长款绣花A字纯色连衣裙60004506,lababite官方旗舰店,0,杭州,4.8,4.7,4.7,25-29,195.0,170,"
材质成分: 聚酯纤维100%
销售渠道类型: 商场同款(线上线下都销售)
货号: 60004506
风格: 甜美
甜美: 瑞丽
组合形式: 单件
裙长: 中长裙
袖长: 短袖
领型: 圆领
袖型: 常规
腰型: 中腰
衣门襟: 套头
裙型: A字裙
图案: 纯色
流行元素/工艺: 绣花
品牌: La Babite
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 米白
尺码: S M L

",1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
预售-音儿 2016秋装新款 优雅蕾丝拼接七分袖直筒连衣裙85805103,yiner官方旗舰店,6,深圳,4.9,4.9,4.9,30-34,1482.0,169,"
廓形: H型
材质成分: 聚酯纤维92.9% 聚氨酯弹性纤维(氨纶)7.1%
销售渠道类型: 天猫独家(只在天猫销售)
货号: 85805103
风格: 通勤
通勤: OL风格
组合形式: 单件
裙长: 中裙
袖长: 七分袖
领型: 立领
袖型: 常规
腰型: 中腰
衣门襟: 套头
裙型: 其他
图案: 纯色
流行元素/工艺: 蕾丝
品牌: 音儿
适用年龄: 30-34周岁
年份季节: 2016年秋季
颜色分类: 藏蓝预售8月30日
尺码: 155/36/S 160/38/M 165/40/L 170/42/XL 175/44/XXL 180/46/XXXL

",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
